<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si-9.18;10;19/06/18;10:10:00;64142.0000000;64832.0000000;64142.0000000;64752.0000000;37907
SPFB.Si-9.18;10;19/06/18;10:20:00;64753.0000000;64794.0000000;64689.0000000;64722.0000000;16323
SPFB.Si-9.18;10;19/06/18;10:30:00;64715.0000000;64777.0000000;64678.0000000;64767.0000000;17293
SPFB.Si-9.18;10;19/06/18;10:40:00;64762.0000000;64783.0000000;64532.0000000;64542.0000000;12153
SPFB.Si-9.18;10;19/06/18;10:50:00;64534.0000000;64719.0000000;64507.0000000;64693.0000000;10683
SPFB.Si-9.18;10;19/06/18;11:00:00;64687.0000000;64693.0000000;64606.0000000;64620.0000000;4161
SPFB.Si-9.18;10;19/06/18;11:10:00;64624.0000000;64672.0000000;64567.0000000;64669.0000000;5415
SPFB.Si-9.18;10;19/06/18;11:20:00;64672.0000000;64683.0000000;64610.0000000;64683.0000000;3980
SPFB.Si-9.18;10;19/06/18;11:30:00;64679.0000000;64877.0000000;64670.0000000;64790.0000000;16577
SPFB.Si-9.18;10;19/06/18;11:40:00;64791.0000000;64820.0000000;64718.0000000;64732.0000000;8602
SPFB.Si-9.18;10;19/06/18;11:50:00;64738.0000000;64769.0000000;64714.0000000;64731.0000000;5254
SPFB.Si-9.18;10;19/06/18;12:00:00;64731.0000000;64731.0000000;64658.0000000;64696.0000000;14096
SPFB.Si-9.18;10;19/06/18;12:10:00;64689.0000000;64700.0000000;64639.0000000;64666.0000000;5145
SPFB.Si-9.18;10;19/06/18;12:20:00;64667.0000000;64800.0000000;64663.0000000;64785.0000000;6499
SPFB.Si-9.18;10;19/06/18;12:30:00;64785.0000000;64817.0000000;64774.0000000;64792.0000000;6442
SPFB.Si-9.18;10;19/06/18;12:40:00;64789.0000000;64812.0000000;64751.0000000;64768.0000000;4270
SPFB.Si-9.18;10;19/06/18;12:50:00;64772.0000000;64800.0000000;64748.0000000;64760.0000000;5406
SPFB.Si-9.18;10;19/06/18;13:00:00;64761.0000000;64809.0000000;64738.0000000;64800.0000000;4729
SPFB.Si-9.18;10;19/06/18;13:10:00;64800.0000000;64801.0000000;64725.0000000;64758.0000000;3743
SPFB.Si-9.18;10;19/06/18;13:20:00;64753.0000000;64759.0000000;64658.0000000;64667.0000000;4492
SPFB.Si-9.18;10;19/06/18;13:30:00;64670.0000000;64704.0000000;64639.0000000;64690.0000000;5283
SPFB.Si-9.18;10;19/06/18;13:40:00;64690.0000000;64728.0000000;64678.0000000;64683.0000000;2218
SPFB.Si-9.18;10;19/06/18;13:50:00;64684.0000000;64737.0000000;64684.0000000;64691.0000000;2359
SPFB.Si-9.18;10;19/06/18;14:00:00;64697.0000000;64723.0000000;64670.0000000;64718.0000000;1506
SPFB.Si-9.18;10;19/06/18;14:10:00;64706.0000000;64775.0000000;64689.0000000;64744.0000000;2070
SPFB.Si-9.18;10;19/06/18;14:20:00;64747.0000000;64850.0000000;64743.0000000;64825.0000000;10473
SPFB.Si-9.18;10;19/06/18;14:30:00;64825.0000000;64860.0000000;64790.0000000;64829.0000000;13299
SPFB.Si-9.18;10;19/06/18;14:40:00;64829.0000000;64847.0000000;64735.0000000;64753.0000000;8291
SPFB.Si-9.18;10;19/06/18;14:50:00;64752.0000000;64773.0000000;64684.0000000;64689.0000000;6832
SPFB.Si-9.18;10;19/06/18;15:00:00;64690.0000000;64710.0000000;64658.0000000;64692.0000000;4764
SPFB.Si-9.18;10;19/06/18;15:10:00;64694.0000000;64738.0000000;64669.0000000;64685.0000000;5781
SPFB.Si-9.18;10;19/06/18;15:20:00;64682.0000000;64694.0000000;64584.0000000;64662.0000000;10401
SPFB.Si-9.18;10;19/06/18;15:30:00;64665.0000000;64711.0000000;64654.0000000;64682.0000000;2555
SPFB.Si-9.18;10;19/06/18;15:40:00;64682.0000000;64702.0000000;64602.0000000;64607.0000000;3876
SPFB.Si-9.18;10;19/06/18;15:50:00;64604.0000000;64609.0000000;64450.0000000;64521.0000000;12680
SPFB.Si-9.18;10;19/06/18;16:00:00;64522.0000000;64592.0000000;64502.0000000;64578.0000000;6761
SPFB.Si-9.18;10;19/06/18;16:10:00;64575.0000000;64576.0000000;64525.0000000;64559.0000000;7390
SPFB.Si-9.18;10;19/06/18;16:20:00;64556.0000000;64600.0000000;64502.0000000;64525.0000000;8955
SPFB.Si-9.18;10;19/06/18;16:30:00;64521.0000000;64543.0000000;64463.0000000;64479.0000000;7058
SPFB.Si-9.18;10;19/06/18;16:40:00;64482.0000000;64549.0000000;64400.0000000;64433.0000000;9908
SPFB.Si-9.18;10;19/06/18;16:50:00;64434.0000000;64506.0000000;64407.0000000;64492.0000000;8092
SPFB.Si-9.18;10;19/06/18;17:00:00;64482.0000000;64530.0000000;64459.0000000;64505.0000000;4665
SPFB.Si-9.18;10;19/06/18;17:10:00;64517.0000000;64564.0000000;64500.0000000;64556.0000000;6948
SPFB.Si-9.18;10;19/06/18;17:20:00;64556.0000000;64629.0000000;64515.0000000;64568.0000000;6211
SPFB.Si-9.18;10;19/06/18;17:30:00;64570.0000000;64750.0000000;64565.0000000;64744.0000000;8720
SPFB.Si-9.18;10;19/06/18;17:40:00;64745.0000000;64777.0000000;64671.0000000;64688.0000000;14552
SPFB.Si-9.18;10;19/06/18;17:50:00;64698.0000000;64718.0000000;64568.0000000;64573.0000000;7958
SPFB.Si-9.18;10;19/06/18;18:00:00;64567.0000000;64599.0000000;64470.0000000;64506.0000000;11421
SPFB.Si-9.18;10;19/06/18;18:10:00;64506.0000000;64615.0000000;64487.0000000;64577.0000000;8193
SPFB.Si-9.18;10;19/06/18;18:20:00;64577.0000000;64585.0000000;64432.0000000;64464.0000000;5835
SPFB.Si-9.18;10;19/06/18;18:30:00;64462.0000000;64479.0000000;64303.0000000;64394.0000000;13647
SPFB.Si-9.18;10;19/06/18;18:40:00;64391.0000000;64430.0000000;64354.0000000;64421.0000000;6896
SPFB.Si-9.18;10;19/06/18;18:50:00;64424.0000000;64436.0000000;64414.0000000;64419.0000000;891
SPFB.Si-9.18;10;19/06/18;19:10:00;64418.0000000;64486.0000000;64407.0000000;64479.0000000;2099
SPFB.Si-9.18;10;19/06/18;19:20:00;64485.0000000;64512.0000000;64430.0000000;64430.0000000;2748
SPFB.Si-9.18;10;19/06/18;19:30:00;64427.0000000;64456.0000000;64417.0000000;64447.0000000;1199
SPFB.Si-9.18;10;19/06/18;19:40:00;64444.0000000;64458.0000000;64426.0000000;64435.0000000;945
SPFB.Si-9.18;10;19/06/18;19:50:00;64434.0000000;64459.0000000;64428.0000000;64443.0000000;733
SPFB.Si-9.18;10;19/06/18;20:00:00;64443.0000000;64453.0000000;64411.0000000;64417.0000000;1172
SPFB.Si-9.18;10;19/06/18;20:10:00;64420.0000000;64448.0000000;64407.0000000;64433.0000000;1572
SPFB.Si-9.18;10;19/06/18;20:20:00;64429.0000000;64445.0000000;64409.0000000;64445.0000000;385
SPFB.Si-9.18;10;19/06/18;20:30:00;64440.0000000;64450.0000000;64386.0000000;64411.0000000;1325
SPFB.Si-9.18;10;19/06/18;20:40:00;64405.0000000;64429.0000000;64376.0000000;64376.0000000;809
SPFB.Si-9.18;10;19/06/18;20:50:00;64378.0000000;64404.0000000;64366.0000000;64387.0000000;1265
SPFB.Si-9.18;10;19/06/18;21:00:00;64384.0000000;64393.0000000;64371.0000000;64388.0000000;822
SPFB.Si-9.18;10;19/06/18;21:10:00;64380.0000000;64388.0000000;64346.0000000;64353.0000000;2085
SPFB.Si-9.18;10;19/06/18;21:20:00;64353.0000000;64414.0000000;64342.0000000;64380.0000000;1839
SPFB.Si-9.18;10;19/06/18;21:30:00;64381.0000000;64414.0000000;64370.0000000;64405.0000000;1332
SPFB.Si-9.18;10;19/06/18;21:40:00;64408.0000000;64419.0000000;64304.0000000;64351.0000000;4070
SPFB.Si-9.18;10;19/06/18;21:50:00;64351.0000000;64352.0000000;64293.0000000;64352.0000000;2912
SPFB.Si-9.18;10;19/06/18;22:00:00;64354.0000000;64368.0000000;64336.0000000;64357.0000000;1501
SPFB.Si-9.18;10;19/06/18;22:10:00;64353.0000000;64400.0000000;64349.0000000;64388.0000000;1015
SPFB.Si-9.18;10;19/06/18;22:20:00;64389.0000000;64435.0000000;64378.0000000;64418.0000000;5875
SPFB.Si-9.18;10;19/06/18;22:30:00;64419.0000000;64442.0000000;64389.0000000;64410.0000000;8050
SPFB.Si-9.18;10;19/06/18;22:40:00;64410.0000000;64510.0000000;64410.0000000;64502.0000000;3219
SPFB.Si-9.18;10;19/06/18;22:50:00;64506.0000000;64530.0000000;64506.0000000;64514.0000000;945
SPFB.Si-9.18;10;19/06/18;23:00:00;64510.0000000;64516.0000000;64480.0000000;64482.0000000;1592
SPFB.Si-9.18;10;19/06/18;23:10:00;64490.0000000;64507.0000000;64471.0000000;64503.0000000;1229
SPFB.Si-9.18;10;19/06/18;23:20:00;64503.0000000;64506.0000000;64475.0000000;64481.0000000;1462
SPFB.Si-9.18;10;19/06/18;23:30:00;64483.0000000;64504.0000000;64473.0000000;64495.0000000;912
SPFB.Si-9.18;10;19/06/18;23:40:00;64496.0000000;64506.0000000;64469.0000000;64494.0000000;1344
SPFB.Si-9.18;10;19/06/18;23:50:00;64495.0000000;64534.0000000;64492.0000000;64520.0000000;874
