<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si-3.20;10;06/01/20;10:10:00;62651.0000000;62959.0000000;62635.0000000;62886.0000000;157795
SPFB.Si-3.20;10;06/01/20;10:20:00;62886.0000000;62887.0000000;62762.0000000;62798.0000000;39404
SPFB.Si-3.20;10;06/01/20;10:30:00;62794.0000000;62812.0000000;62724.0000000;62767.0000000;28329
SPFB.Si-3.20;10;06/01/20;10:40:00;62767.0000000;62790.0000000;62660.0000000;62673.0000000;33734
SPFB.Si-3.20;10;06/01/20;10:50:00;62672.0000000;62710.0000000;62651.0000000;62704.0000000;19349
SPFB.Si-3.20;10;06/01/20;11:00:00;62705.0000000;62748.0000000;62690.0000000;62744.0000000;15431
SPFB.Si-3.20;10;06/01/20;11:10:00;62742.0000000;62749.0000000;62690.0000000;62693.0000000;11557
SPFB.Si-3.20;10;06/01/20;11:20:00;62693.0000000;62728.0000000;62685.0000000;62719.0000000;8126
SPFB.Si-3.20;10;06/01/20;11:30:00;62718.0000000;62729.0000000;62675.0000000;62729.0000000;12943
SPFB.Si-3.20;10;06/01/20;11:40:00;62724.0000000;62766.0000000;62716.0000000;62760.0000000;14215
SPFB.Si-3.20;10;06/01/20;11:50:00;62760.0000000;62778.0000000;62723.0000000;62724.0000000;13176
SPFB.Si-3.20;10;06/01/20;12:00:00;62723.0000000;62764.0000000;62718.0000000;62735.0000000;11061
SPFB.Si-3.20;10;06/01/20;12:10:00;62732.0000000;62745.0000000;62707.0000000;62737.0000000;8406
SPFB.Si-3.20;10;06/01/20;12:20:00;62740.0000000;62758.0000000;62718.0000000;62733.0000000;5365
SPFB.Si-3.20;10;06/01/20;12:30:00;62732.0000000;62753.0000000;62725.0000000;62742.0000000;4323
SPFB.Si-3.20;10;06/01/20;12:40:00;62742.0000000;62761.0000000;62707.0000000;62719.0000000;9966
SPFB.Si-3.20;10;06/01/20;12:50:00;62720.0000000;62724.0000000;62661.0000000;62671.0000000;9954
SPFB.Si-3.20;10;06/01/20;13:00:00;62669.0000000;62690.0000000;62658.0000000;62670.0000000;12341
SPFB.Si-3.20;10;06/01/20;13:10:00;62666.0000000;62673.0000000;62612.0000000;62648.0000000;15982
SPFB.Si-3.20;10;06/01/20;13:20:00;62648.0000000;62658.0000000;62603.0000000;62604.0000000;11288
SPFB.Si-3.20;10;06/01/20;13:30:00;62605.0000000;62617.0000000;62562.0000000;62599.0000000;19216
SPFB.Si-3.20;10;06/01/20;13:40:00;62601.0000000;62617.0000000;62578.0000000;62616.0000000;8929
SPFB.Si-3.20;10;06/01/20;13:50:00;62615.0000000;62639.0000000;62601.0000000;62609.0000000;7908
SPFB.Si-3.20;10;06/01/20;14:00:00;62607.0000000;62612.0000000;62596.0000000;62610.0000000;2748
SPFB.Si-3.20;10;06/01/20;14:10:00;62610.0000000;62630.0000000;62600.0000000;62629.0000000;3721
SPFB.Si-3.20;10;06/01/20;14:20:00;62629.0000000;62641.0000000;62619.0000000;62637.0000000;4462
SPFB.Si-3.20;10;06/01/20;14:30:00;62637.0000000;62639.0000000;62580.0000000;62598.0000000;6389
SPFB.Si-3.20;10;06/01/20;14:40:00;62598.0000000;62606.0000000;62568.0000000;62599.0000000;8297
SPFB.Si-3.20;10;06/01/20;14:50:00;62598.0000000;62610.0000000;62593.0000000;62606.0000000;2655
SPFB.Si-3.20;10;06/01/20;15:00:00;62603.0000000;62603.0000000;62572.0000000;62577.0000000;9644
SPFB.Si-3.20;10;06/01/20;15:10:00;62575.0000000;62606.0000000;62558.0000000;62600.0000000;9757
SPFB.Si-3.20;10;06/01/20;15:20:00;62601.0000000;62612.0000000;62582.0000000;62593.0000000;5545
SPFB.Si-3.20;10;06/01/20;15:30:00;62600.0000000;62607.0000000;62581.0000000;62588.0000000;4414
SPFB.Si-3.20;10;06/01/20;15:40:00;62587.0000000;62594.0000000;62548.0000000;62577.0000000;13987
SPFB.Si-3.20;10;06/01/20;15:50:00;62574.0000000;62576.0000000;62513.0000000;62526.0000000;17870
SPFB.Si-3.20;10;06/01/20;16:00:00;62525.0000000;62539.0000000;62503.0000000;62510.0000000;19666
SPFB.Si-3.20;10;06/01/20;16:10:00;62510.0000000;62535.0000000;62490.0000000;62529.0000000;19015
