<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si-6.19;5;19/03/19;10:05:00;65225.0000000;65315.0000000;65225.0000000;65254.0000000;5584
SPFB.Si-6.19;5;19/03/19;10:10:00;65258.0000000;65269.0000000;65186.0000000;65216.0000000;3624
SPFB.Si-6.19;5;19/03/19;10:15:00;65218.0000000;65228.0000000;65200.0000000;65220.0000000;2642
SPFB.Si-6.19;5;19/03/19;10:20:00;65220.0000000;65243.0000000;65220.0000000;65229.0000000;786
SPFB.Si-6.19;5;19/03/19;10:25:00;65229.0000000;65240.0000000;65215.0000000;65239.0000000;1791
SPFB.Si-6.19;5;19/03/19;10:30:00;65233.0000000;65242.0000000;65180.0000000;65184.0000000;2437
SPFB.Si-6.19;5;19/03/19;10:35:00;65181.0000000;65210.0000000;65181.0000000;65210.0000000;829
SPFB.Si-6.19;5;19/03/19;10:40:00;65210.0000000;65214.0000000;65175.0000000;65195.0000000;2118
SPFB.Si-6.19;5;19/03/19;10:45:00;65193.0000000;65217.0000000;65190.0000000;65209.0000000;910
SPFB.Si-6.19;5;19/03/19;10:50:00;65208.0000000;65210.0000000;65152.0000000;65164.0000000;2477
SPFB.Si-6.19;5;19/03/19;10:55:00;65163.0000000;65168.0000000;65128.0000000;65160.0000000;1618
SPFB.Si-6.19;5;19/03/19;11:00:00;65153.0000000;65173.0000000;65129.0000000;65140.0000000;2683
SPFB.Si-6.19;5;19/03/19;11:05:00;65140.0000000;65144.0000000;65073.0000000;65090.0000000;6677
SPFB.Si-6.19;5;19/03/19;11:10:00;65090.0000000;65096.0000000;65070.0000000;65083.0000000;2553
SPFB.Si-6.19;5;19/03/19;11:15:00;65083.0000000;65095.0000000;65070.0000000;65078.0000000;1730
SPFB.Si-6.19;5;19/03/19;11:20:00;65080.0000000;65088.0000000;65053.0000000;65088.0000000;2099
SPFB.Si-6.19;5;19/03/19;11:25:00;65089.0000000;65117.0000000;65073.0000000;65086.0000000;2992
SPFB.Si-6.19;5;19/03/19;11:30:00;65084.0000000;65094.0000000;65059.0000000;65060.0000000;3154
SPFB.Si-6.19;5;19/03/19;11:35:00;65060.0000000;65068.0000000;65042.0000000;65055.0000000;3619
SPFB.Si-6.19;5;19/03/19;11:40:00;65050.0000000;65067.0000000;65029.0000000;65053.0000000;2122
SPFB.Si-6.19;5;19/03/19;11:45:00;65051.0000000;65079.0000000;65033.0000000;65052.0000000;10122
SPFB.Si-6.19;5;19/03/19;11:50:00;65052.0000000;65073.0000000;65045.0000000;65048.0000000;1753
SPFB.Si-6.19;5;19/03/19;11:55:00;65049.0000000;65069.0000000;65049.0000000;65062.0000000;1031
SPFB.Si-6.19;5;19/03/19;12:00:00;65063.0000000;65071.0000000;65044.0000000;65056.0000000;1633
SPFB.Si-6.19;5;19/03/19;12:05:00;65053.0000000;65063.0000000;65030.0000000;65059.0000000;2952
SPFB.Si-6.19;5;19/03/19;12:10:00;65061.0000000;65084.0000000;65059.0000000;65079.0000000;8068
SPFB.Si-6.19;5;19/03/19;12:15:00;65080.0000000;65081.0000000;65035.0000000;65050.0000000;2938
SPFB.Si-6.19;5;19/03/19;12:20:00;65050.0000000;65058.0000000;65011.0000000;65026.0000000;3580
SPFB.Si-6.19;5;19/03/19;12:25:00;65025.0000000;65110.0000000;65020.0000000;65110.0000000;5319
SPFB.Si-6.19;5;19/03/19;12:30:00;65110.0000000;65191.0000000;65098.0000000;65118.0000000;13181
SPFB.Si-6.19;5;19/03/19;12:35:00;65119.0000000;65135.0000000;65095.0000000;65110.0000000;3904
SPFB.Si-6.19;5;19/03/19;12:40:00;65109.0000000;65147.0000000;65107.0000000;65140.0000000;1646
SPFB.Si-6.19;5;19/03/19;12:45:00;65140.0000000;65144.0000000;65120.0000000;65132.0000000;960
SPFB.Si-6.19;5;19/03/19;12:50:00;65133.0000000;65133.0000000;65095.0000000;65098.0000000;1513
SPFB.Si-6.19;5;19/03/19;12:55:00;65101.0000000;65113.0000000;65054.0000000;65113.0000000;5287
SPFB.Si-6.19;5;19/03/19;13:00:00;65115.0000000;65125.0000000;65074.0000000;65109.0000000;10847
SPFB.Si-6.19;5;19/03/19;13:05:00;65110.0000000;65138.0000000;65085.0000000;65123.0000000;13890
SPFB.Si-6.19;5;19/03/19;13:10:00;65123.0000000;65148.0000000;65121.0000000;65132.0000000;1456
SPFB.Si-6.19;5;19/03/19;13:15:00;65131.0000000;65148.0000000;65121.0000000;65136.0000000;1751
SPFB.Si-6.19;5;19/03/19;13:20:00;65136.0000000;65153.0000000;65133.0000000;65148.0000000;804
SPFB.Si-6.19;5;19/03/19;13:25:00;65148.0000000;65164.0000000;65148.0000000;65161.0000000;1940
SPFB.Si-6.19;5;19/03/19;13:30:00;65160.0000000;65161.0000000;65122.0000000;65131.0000000;2586
SPFB.Si-6.19;5;19/03/19;13:35:00;65134.0000000;65149.0000000;65128.0000000;65144.0000000;2010
SPFB.Si-6.19;5;19/03/19;13:40:00;65150.0000000;65154.0000000;65106.0000000;65109.0000000;1020
