<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.Si-12.19;5;19/09/19;10:05:00;64976.0000000;65100.0000000;64976.0000000;65043.0000000;23395
SPFB.Si-12.19;5;19/09/19;10:10:00;65044.0000000;65064.0000000;65025.0000000;65056.0000000;17133
SPFB.Si-12.19;5;19/09/19;10:15:00;65056.0000000;65063.0000000;64983.0000000;64987.0000000;22112
SPFB.Si-12.19;5;19/09/19;10:20:00;64987.0000000;65008.0000000;64946.0000000;64989.0000000;16696
SPFB.Si-12.19;5;19/09/19;10:25:00;64991.0000000;65015.0000000;64958.0000000;64986.0000000;16178
SPFB.Si-12.19;5;19/09/19;10:30:00;64989.0000000;65027.0000000;64978.0000000;64991.0000000;23951
SPFB.Si-12.19;5;19/09/19;10:35:00;64990.0000000;65018.0000000;64975.0000000;65015.0000000;12728
SPFB.Si-12.19;5;19/09/19;10:40:00;65015.0000000;65025.0000000;64955.0000000;64959.0000000;11195
SPFB.Si-12.19;5;19/09/19;10:45:00;64961.0000000;64972.0000000;64921.0000000;64942.0000000;43209
SPFB.Si-12.19;5;19/09/19;10:50:00;64941.0000000;64947.0000000;64897.0000000;64934.0000000;34614
SPFB.Si-12.19;5;19/09/19;10:55:00;64934.0000000;64967.0000000;64922.0000000;64936.0000000;26873
SPFB.Si-12.19;5;19/09/19;11:00:00;64936.0000000;64970.0000000;64931.0000000;64961.0000000;24875
SPFB.Si-12.19;5;19/09/19;11:05:00;64962.0000000;64978.0000000;64930.0000000;64973.0000000;25395
SPFB.Si-12.19;5;19/09/19;11:10:00;64976.0000000;64980.0000000;64952.0000000;64973.0000000;5926
SPFB.Si-12.19;5;19/09/19;11:15:00;64972.0000000;64978.0000000;64950.0000000;64962.0000000;12283
SPFB.Si-12.19;5;19/09/19;11:20:00;64962.0000000;64983.0000000;64956.0000000;64973.0000000;14107
SPFB.Si-12.19;5;19/09/19;11:25:00;64977.0000000;64980.0000000;64920.0000000;64953.0000000;17922
SPFB.Si-12.19;5;19/09/19;11:30:00;64953.0000000;64974.0000000;64950.0000000;64972.0000000;5377
SPFB.Si-12.19;5;19/09/19;11:35:00;64971.0000000;64979.0000000;64946.0000000;64954.0000000;4554
SPFB.Si-12.19;5;19/09/19;11:40:00;64957.0000000;64961.0000000;64934.0000000;64942.0000000;7346
SPFB.Si-12.19;5;19/09/19;11:45:00;64941.0000000;64965.0000000;64935.0000000;64955.0000000;14736
SPFB.Si-12.19;5;19/09/19;11:50:00;64953.0000000;64970.0000000;64943.0000000;64952.0000000;11396
SPFB.Si-12.19;5;19/09/19;11:55:00;64951.0000000;64980.0000000;64949.0000000;64970.0000000;6834
SPFB.Si-12.19;5;19/09/19;12:00:00;64971.0000000;64987.0000000;64962.0000000;64978.0000000;10365
SPFB.Si-12.19;5;19/09/19;12:05:00;64977.0000000;64995.0000000;64962.0000000;64963.0000000;11119
SPFB.Si-12.19;5;19/09/19;12:10:00;64961.0000000;64965.0000000;64930.0000000;64933.0000000;9327
SPFB.Si-12.19;5;19/09/19;12:15:00;64933.0000000;64967.0000000;64929.0000000;64956.0000000;12300
SPFB.Si-12.19;5;19/09/19;12:20:00;64954.0000000;64975.0000000;64950.0000000;64973.0000000;7659
SPFB.Si-12.19;5;19/09/19;12:25:00;64972.0000000;64983.0000000;64966.0000000;64976.0000000;10558
SPFB.Si-12.19;5;19/09/19;12:30:00;64975.0000000;64981.0000000;64911.0000000;64947.0000000;15973
SPFB.Si-12.19;5;19/09/19;12:35:00;64948.0000000;64953.0000000;64922.0000000;64927.0000000;11733
SPFB.Si-12.19;5;19/09/19;12:40:00;64925.0000000;64939.0000000;64902.0000000;64912.0000000;8962
SPFB.Si-12.19;5;19/09/19;12:45:00;64911.0000000;64922.0000000;64871.0000000;64893.0000000;19909
SPFB.Si-12.19;5;19/09/19;12:50:00;64890.0000000;64930.0000000;64875.0000000;64919.0000000;18030
SPFB.Si-12.19;5;19/09/19;12:55:00;64919.0000000;64944.0000000;64912.0000000;64935.0000000;13946
SPFB.Si-12.19;5;19/09/19;13:00:00;64932.0000000;64947.0000000;64907.0000000;64908.0000000;4858
SPFB.Si-12.19;5;19/09/19;13:05:00;64908.0000000;64935.0000000;64893.0000000;64895.0000000;9834
SPFB.Si-12.19;5;19/09/19;13:10:00;64893.0000000;64905.0000000;64860.0000000;64884.0000000;12821
SPFB.Si-12.19;5;19/09/19;13:15:00;64883.0000000;64899.0000000;64875.0000000;64890.0000000;7286
SPFB.Si-12.19;5;19/09/19;13:20:00;64892.0000000;64911.0000000;64890.0000000;64904.0000000;6251
SPFB.Si-12.19;5;19/09/19;13:25:00;64904.0000000;64924.0000000;64886.0000000;64891.0000000;7254
SPFB.Si-12.19;5;19/09/19;13:30:00;64892.0000000;64905.0000000;64879.0000000;64884.0000000;5730
SPFB.Si-12.19;5;19/09/19;13:35:00;64887.0000000;64911.0000000;64871.0000000;64897.0000000;9986
SPFB.Si-12.19;5;19/09/19;13:40:00;64899.0000000;64900.0000000;64812.0000000;64815.0000000;40681
SPFB.Si-12.19;5;19/09/19;13:45:00;64815.0000000;64844.0000000;64793.0000000;64844.0000000;67753
SPFB.Si-12.19;5;19/09/19;13:50:00;64844.0000000;64855.0000000;64817.0000000;64824.0000000;19390
SPFB.Si-12.19;5;19/09/19;13:55:00;64823.0000000;64850.0000000;64814.0000000;64848.0000000;16268
SPFB.Si-12.19;5;19/09/19;14:00:00;64850.0000000;64863.0000000;64836.0000000;64859.0000000;11664
SPFB.Si-12.19;5;19/09/19;14:10:00;64861.0000000;64877.0000000;64842.0000000;64872.0000000;7270
SPFB.Si-12.19;5;19/09/19;14:15:00;64873.0000000;64890.0000000;64823.0000000;64829.0000000;11789
SPFB.Si-12.19;5;19/09/19;14:20:00;64829.0000000;64834.0000000;64822.0000000;64830.0000000;4724
SPFB.Si-12.19;5;19/09/19;14:25:00;64828.0000000;64829.0000000;64775.0000000;64776.0000000;15443
SPFB.Si-12.19;5;19/09/19;14:30:00;64777.0000000;64793.0000000;64750.0000000;64752.0000000;15658
SPFB.Si-12.19;5;19/09/19;14:35:00;64753.0000000;64758.0000000;64675.0000000;64715.0000000;29584
SPFB.Si-12.19;5;19/09/19;14:40:00;64713.0000000;64738.0000000;64704.0000000;64737.0000000;10224
SPFB.Si-12.19;5;19/09/19;14:45:00;64735.0000000;64743.0000000;64719.0000000;64724.0000000;6293
SPFB.Si-12.19;5;19/09/19;14:50:00;64724.0000000;64724.0000000;64704.0000000;64707.0000000;7587
SPFB.Si-12.19;5;19/09/19;14:55:00;64708.0000000;64722.0000000;64691.0000000;64697.0000000;11167
SPFB.Si-12.19;5;19/09/19;15:00:00;64697.0000000;64698.0000000;64651.0000000;64673.0000000;17820
SPFB.Si-12.19;5;19/09/19;15:05:00;64674.0000000;64682.0000000;64636.0000000;64674.0000000;25263
SPFB.Si-12.19;5;19/09/19;15:10:00;64673.0000000;64695.0000000;64661.0000000;64668.0000000;14425
SPFB.Si-12.19;5;19/09/19;15:15:00;64668.0000000;64674.0000000;64606.0000000;64636.0000000;20538
SPFB.Si-12.19;5;19/09/19;15:20:00;64638.0000000;64665.0000000;64617.0000000;64638.0000000;11900
SPFB.Si-12.19;5;19/09/19;15:25:00;64637.0000000;64638.0000000;64570.0000000;64613.0000000;22738
SPFB.Si-12.19;5;19/09/19;15:30:00;64615.0000000;64618.0000000;64570.0000000;64579.0000000;12554
SPFB.Si-12.19;5;19/09/19;15:35:00;64584.0000000;64607.0000000;64570.0000000;64606.0000000;12173
SPFB.Si-12.19;5;19/09/19;15:40:00;64608.0000000;64617.0000000;64576.0000000;64592.0000000;7694
SPFB.Si-12.19;5;19/09/19;15:45:00;64594.0000000;64597.0000000;64552.0000000;64557.0000000;8045
SPFB.Si-12.19;5;19/09/19;15:50:00;64555.0000000;64596.0000000;64551.0000000;64589.0000000;12919
SPFB.Si-12.19;5;19/09/19;15:55:00;64589.0000000;64606.0000000;64573.0000000;64580.0000000;8580
SPFB.Si-12.19;5;19/09/19;16:00:00;64580.0000000;64598.0000000;64558.0000000;64590.0000000;16756
SPFB.Si-12.19;5;19/09/19;16:05:00;64591.0000000;64623.0000000;64589.0000000;64610.0000000;8931
SPFB.Si-12.19;5;19/09/19;16:10:00;64613.0000000;64620.0000000;64583.0000000;64595.0000000;8012
SPFB.Si-12.19;5;19/09/19;16:15:00;64595.0000000;64604.0000000;64570.0000000;64590.0000000;6635
SPFB.Si-12.19;5;19/09/19;16:20:00;64590.0000000;64603.0000000;64585.0000000;64590.0000000;5270
SPFB.Si-12.19;5;19/09/19;16:25:00;64588.0000000;64631.0000000;64585.0000000;64630.0000000;12664
SPFB.Si-12.19;5;19/09/19;16:30:00;64629.0000000;64640.0000000;64615.0000000;64629.0000000;7886
SPFB.Si-12.19;5;19/09/19;16:35:00;64631.0000000;64654.0000000;64623.0000000;64643.0000000;7685
SPFB.Si-12.19;5;19/09/19;16:40:00;64643.0000000;64643.0000000;64609.0000000;64629.0000000;9170
SPFB.Si-12.19;5;19/09/19;16:45:00;64630.0000000;64639.0000000;64614.0000000;64638.0000000;8549
SPFB.Si-12.19;5;19/09/19;16:50:00;64638.0000000;64657.0000000;64631.0000000;64646.0000000;11216
SPFB.Si-12.19;5;19/09/19;16:55:00;64644.0000000;64661.0000000;64640.0000000;64657.0000000;5822
SPFB.Si-12.19;5;19/09/19;17:00:00;64655.0000000;64665.0000000;64642.0000000;64650.0000000;4808
SPFB.Si-12.19;5;19/09/19;17:05:00;64651.0000000;64697.0000000;64646.0000000;64678.0000000;27410
SPFB.Si-12.19;5;19/09/19;17:10:00;64681.0000000;64700.0000000;64669.0000000;64688.0000000;15157
SPFB.Si-12.19;5;19/09/19;17:15:00;64688.0000000;64705.0000000;64677.0000000;64696.0000000;9240
SPFB.Si-12.19;5;19/09/19;17:20:00;64699.0000000;64719.0000000;64682.0000000;64692.0000000;13788
SPFB.Si-12.19;5;19/09/19;17:25:00;64693.0000000;64698.0000000;64666.0000000;64681.0000000;7149
SPFB.Si-12.19;5;19/09/19;17:30:00;64679.0000000;64689.0000000;64659.0000000;64675.0000000;4966
SPFB.Si-12.19;5;19/09/19;17:35:00;64672.0000000;64672.0000000;64618.0000000;64620.0000000;9927
SPFB.Si-12.19;5;19/09/19;17:40:00;64620.0000000;64653.0000000;64614.0000000;64636.0000000;6275
SPFB.Si-12.19;5;19/09/19;17:45:00;64636.0000000;64644.0000000;64589.0000000;64603.0000000;13990
SPFB.Si-12.19;5;19/09/19;17:50:00;64604.0000000;64655.0000000;64603.0000000;64639.0000000;10956
SPFB.Si-12.19;5;19/09/19;17:55:00;64639.0000000;64643.0000000;64613.0000000;64617.0000000;5004
SPFB.Si-12.19;5;19/09/19;18:00:00;64615.0000000;64643.0000000;64613.0000000;64624.0000000;4006
SPFB.Si-12.19;5;19/09/19;18:05:00;64625.0000000;64637.0000000;64588.0000000;64590.0000000;11118
SPFB.Si-12.19;5;19/09/19;18:10:00;64592.0000000;64597.0000000;64568.0000000;64587.0000000;8991
SPFB.Si-12.19;5;19/09/19;18:15:00;64588.0000000;64615.0000000;64578.0000000;64584.0000000;8439
SPFB.Si-12.19;5;19/09/19;18:20:00;64582.0000000;64608.0000000;64581.0000000;64591.0000000;4833
SPFB.Si-12.19;5;19/09/19;18:25:00;64591.0000000;64600.0000000;64583.0000000;64597.0000000;3256
